15
5.27 3.77754e-05
6.33 4.34797e-05
7.16 1.24228e-05
7.56 2.53526e-06
8.32 3.67613e-06
8.57 3.67613e-06
9.05 1.60989e-05
9.76 6.8452e-06
17.5
5.27 0.000290352
6.33 0.000334197
7.16 9.54849e-05
7.56 1.94867e-05
8.32 2.82557e-05
8.57 2.82557e-05
9.05 0.000123741
9.76 5.26141e-05
20
5.27 0.00118511
6.33 0.00136407
7.16 0.000389734
7.56 7.95376e-05
8.32 0.000115329
8.57 0.000115329
9.05 0.000505064
9.76 0.000214751
22.5
5.27 0.00447379
6.33 0.00514936
7.16 0.00147125
7.56 0.000300254
8.32 0.000435369
8.57 0.000435369
9.05 0.00190662
9.76 0.000810687
25
5.27 0.0129621
6.33 0.0149195
7.16 0.00426272
7.56 0.000869942
8.32 0.00126142
8.57 0.00126142
9.05 0.00552413
9.76 0.00234884
27.5
5.27 0.0305906
6.33 0.03521
7.16 0.01006
7.56 0.00205306
8.32 0.00297694
8.57 0.00297694
9.05 0.013037
9.76 0.00554327
30
5.27 0.0624405
6.33 0.0718694
7.16 0.0205341
7.56 0.00419064
8.32 0.00607642
8.57 0.00607642
9.05 0.0266105
9.76 0.0113147
32.5
5.27 0.114067
6.33 0.131292
7.16 0.0375119
7.56 0.00765549
8.32 0.0111005
8.57 0.0111005
9.05 0.0486124
9.76 0.0206698
35
5.27 0.19184
6.33 0.220809
7.16 0.0630882
7.56 0.0128751
8.32 0.018669
8.57 0.018669
9.05 0.0817572
9.76 0.0347629
37.5
5.27 0.301462
6.33 0.346985
7.16 0.0991386
7.56 0.0202324
8.32 0.0293369
8.57 0.0293369
9.05 0.128476
9.76 0.0546274
40
5.27 0.451082
6.33 0.519199
7.16 0.148343
7.56 0.030274
8.32 0.0438973
8.57 0.0438973
9.05 0.19224
9.76 0.0817398
45
5.27 0.896239
6.33 1.03158
7.16 0.294736
7.56 0.0601503
8.32 0.0872179
8.57 0.0872179
9.05 0.381954
9.76 0.162406
50
5.27 1.58508
6.33 1.82444
7.16 0.521269
7.56 0.106382
8.32 0.154253
8.57 0.154253
9.05 0.675523
9.76 0.28723
55
5.27 2.5628
6.33 2.9498
7.16 0.8428
7.56 0.172
8.32 0.2494
8.57 0.2494
9.05 1.0922
9.76 0.4644
60
5.27 3.88123
6.33 4.46733
7.16 1.27638
7.56 0.260486
8.32 0.377704
8.57 0.377704
9.05 1.65408
9.76 0.703311
65
5.27 5.57742
6.33 6.41965
7.16 1.83419
7.56 0.374324
8.32 0.542769
8.57 0.542769
9.05 2.37696
9.76 1.01067
70
5.27 7.70321
6.33 8.86645
7.16 2.53327
7.56 0.516994
8.32 0.749642
8.57 0.749642
9.05 3.28291
9.76 1.39588
80
5.27 13.1843
6.33 15.1753
7.16 4.33579
7.56 0.884855
8.32 1.28304
8.57 1.28304
9.05 5.61883
9.76 2.38911
90
5.27 20.4431
6.33 23.5302
7.16 6.72291
7.56 1.37202
8.32 1.98943
8.57 1.98943
9.05 8.71235
9.76 3.70446
100
5.27 29.5537
6.33 34.0165
7.16 9.71899
7.56 1.98347
8.32 2.87603
8.57 2.87603
9.05 12.595
9.76 5.35536
