15
5.18 1.47387e-05
6.18 1.10455e-05
6.69 7.35225e-06
7.28 1.06009e-06
17.5
5.18 0.000113286
6.18 8.48986e-05
6.69 5.65114e-05
7.28 8.14816e-06
20
5.18 0.000462391
6.18 0.000346525
6.69 0.000230659
7.28 3.32578e-05
22.5
5.18 0.00174553
6.18 0.00130813
6.69 0.000870738
7.28 0.000125548
25
5.18 0.0050574
6.18 0.00379012
6.69 0.00252283
7.28 0.000363757
27.5
5.18 0.0119355
6.18 0.00894467
6.69 0.00595388
7.28 0.000858467
30
5.18 0.0243622
6.18 0.0182575
6.69 0.0121528
7.28 0.00175227
32.5
5.18 0.0445051
6.18 0.033353
6.69 0.0222009
7.28 0.00320106
35
5.18 0.0748495
6.18 0.0560937
6.69 0.0373379
7.28 0.00538361
37.5
5.18 0.117621
6.18 0.0881473
6.69 0.0586739
7.28 0.00845995
40
5.18 0.175997
6.18 0.131896
6.69 0.0877946
7.28 0.0126588
45
5.18 0.349683
6.18 0.262059
6.69 0.174436
7.28 0.0251512
50
5.18 0.618448
6.18 0.463477
6.69 0.308506
7.28 0.0444823
55
5.18 0.99992
6.18 0.74936
6.69 0.4988
7.28 0.07192
60
5.18 1.51433
6.18 1.13487
6.69 0.755408
7.28 0.108919
65
5.18 2.17613
6.18 1.63083
6.69 1.08554
7.28 0.15652
70
5.18 3.00554
6.18 2.25241
6.69 1.49928
7.28 0.216176
80
5.18 5.1441
6.18 3.85509
6.69 2.56608
7.28 0.369993
90
5.18 7.97624
6.18 5.97755
6.69 3.97887
7.28 0.573697
100
5.18 11.5309
6.18 8.64146
6.69 5.75206
7.28 0.829366
