0.05	0.10770646734793075
0.15	0.13233697329181343
0.25	0.16290338864544426
0.35	0.20068260043119718
0.45	0.2470855854376661
0.55	0.303595300789674
0.65	0.3716707961388428
0.75	0.45261816312602626
0.85	0.5474364132176371
0.95	0.656654708660535
1.05	0.7801840659106376
1.15	0.9172104055222008
1.25	1.0661538598863818
1.35	1.2247114205665681
1.45	1.3899865773294084
1.55	1.5586937249656445
1.65	1.727410210120686
1.75	1.892839273149672
1.85	2.0520452312161543
1.95	2.202628856139543
2.05	2.342823951597445
2.15	2.4715121319106843
2.25	2.5881674433263773
2.35	2.6927524424089
2.45	2.7855910307639067
2.55	2.8672411074012714
2.65	2.9383838845063197
2.75	2.99973890595322
2.85	3.052006758721061
2.95	3.095836359678932
3.05	3.1318111467991843
3.15	3.160447894846091
3.25	3.182202775167219
3.35	3.197480606101522
3.45	3.2066447915769314
3.55	3.2100265126721657
3.65	3.2079326525827367
3.75	3.2006522763486225
3.85	3.188461836221953
3.95	3.171629208230739
4.05	3.1504168063598383
4.15	3.1250838428752377
4.25	3.095887927980457
4.35	3.063086020807218
4.45	3.026934896453967
4.55	2.9876911214712036
4.65	2.945610701261983
4.75	2.900948388640575
4.85	2.8539568176029895
4.95	2.804885444395946
5.05	2.7539794499935786
5.15	2.7014785708740137
5.25	2.647615993725691
5.35	2.5926172633983104
5.45	2.53669931938268
5.55	2.480069596228192
5.65	2.4229252853134904
5.75	2.3654526855413867
5.85	2.3078267256747234
5.95	2.250210583518671
6.05	2.192755471950339
6.15	2.1356005185988356
6.25	2.0788727972190792
6.35	2.0226874420120238
6.45	1.9671478911880984
6.55	1.9123461978235252
6.65	1.8583634427602826
6.75	1.8052701965285254
6.85	1.7531270538574057
6.95	1.7019851985765198
7.05	1.6518870117547568
7.15	1.6028666932150368
7.25	1.5549508990198342
7.35	1.5081593784126606
7.45	1.4625056029701526
7.55	1.417997385254515
7.65	1.3746374702375894
7.75	1.3324241105094838
7.85	1.2913515994012335
7.95	1.2514107861915662
8.05	1.212589538767882
8.15	1.1748731900953324
8.25	1.1382449255853728
8.35	1.1026861586079921
8.45	1.0681768435871366
8.55	1.0346957832875645
8.65	1.002220872885798
8.75	0.9707293451193009
8.85	0.9401979532543745
8.95	0.9106031620930536
9.05	0.8819212790822653
9.15	0.8541285998883421
9.25	0.8272014971498718
9.35	0.8011165291543263
9.45	0.7758504952373404
9.55	0.7513805153320096
9.65	0.7276840600463544
9.75	0.7047390077682243
9.85	0.6825236562499376
9.95	0.6610167627500931
10.05	0.6401975475128583
10.15	0.6200457435094837
10.25	0.600541538129609
10.35	0.5816656054736872
10.45	0.5633990963884796
10.55	0.5457236501250534
10.65	0.5286213770361798
10.75	0.5120748648464004
10.85	0.4960671603041938
10.95	0.48058177131090346
11.05	0.4656026487976017
11.15	0.4511141855916954
11.25	0.4371011993743017
11.35	0.42354892891225704
11.45	0.4104430186431101
11.55	0.3977695127377963
11.65	0.3855148416340184
11.75	0.37366581429755197
11.85	0.3622096068629398
11.95	0.35113375341036185
12.05	0.340426136758238
12.15	0.3300749780456726
12.25	0.320068829630943
12.35	0.3103965637412034
12.45	0.30104736734637105
12.55	0.29201073010200224
12.65	0.28327644099920685
12.75	0.2748345758046075
12.85	0.2666754952563205
12.95	0.2587898322006055
13.05	0.25116849108476014
13.15	0.24380263496719448
13.25	0.236683686041349
13.35	0.22980331268383883
13.45	0.2231534307588656
13.55	0.2167261908632539
13.65	0.21051398017063636
13.75	0.2045094100010087
13.85	0.19870531796502258
13.95	0.193094755953914
14.05	0.18767099236321652
14.15	0.18242750058162255
14.25	0.17735796110647825
14.35	0.17245625059601577
14.45	0.1677164437223235
14.55	0.16313280283360376
14.65	0.15869977942099725
14.75	0.15441200441890895
14.85	0.150264289192595
14.95	0.1462516164887858
15.05	0.14236914088210914
15.15	0.1386121803760062
15.25	0.1349762162764556
15.35	0.13145688543371703
15.45	0.12804997953961572
15.55	0.12475143799308247
15.65	0.12155734664120676
15.75	0.11846393124540386
15.85	0.11546755570597884
15.95	0.11256471610087729
16.05	0.10975203844849306
16.15	0.10702627328728426
16.25	0.10438429304213397
16.35	0.10182308711056594
16.45	0.09933975890441718
16.55	0.09693152140686234
16.65	0.09459569396386827
16.75	0.09232969827559981
16.85	0.09013105501158573
16.95	0.08799738020019332
17.05	0.08592638173817521
17.15	0.08391585614263936
17.25	0.08196368502023961
17.35	0.08006783214731182
17.45	0.07822633995699022
17.55	0.07643732691482144
17.65	0.07469898407408264
17.75	0.07300957271612814
17.85	0.07136742101565209
17.95	0.06977092191718012
18.05	0.06821852994339302
18.15	0.0667087595147455
18.25	0.06524018097289472
18.35	0.06381142031078436
18.45	0.06242115534344561
18.55	0.06106811439630394
18.65	0.05975107366075115
18.75	0.05846885577593143
18.85	0.05722032738271916
18.95	0.05600439783363785
19.05	0.05482001694379044
19.15	0.053666173814006554
19.25	0.052541894773061815
19.35	0.05144624230109761
19.45	0.05037831315420833
19.55	0.0493372373769538
19.65	0.048322176598029565
19.75	0.047332323122283464
19.85	0.04636689838462559
19.95	0.045425152113367166
20.05	0.0445063609286697
20.15	0.04360982757024869
20.25	0.0427348796263988
20.35	0.04188086882015192
20.45	0.041047169855135464
20.55	0.04023317975515702
20.65	0.03943831681374853
20.75	0.038662019982882816
20.85	0.03790374791392659
20.95	0.03716297839179345
21.05	0.03643920745608447
21.15	0.03573194887746499
21.25	0.03504073334893618
21.35	0.034365108001603986
21.45	0.0337046356572337
21.55	0.033058894380876294
21.65	0.03242747678705787
21.75	0.03180998962695683
